Cell,MEK,Tot_Prot,MEK_Norm,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66
862,656.1695623,2090.942992,0.313815137,-0.006119625,0.000339801,-0.008864361,-0.004014239,-0.002252128,-0.009093331,-0.007024521,0.00558566,0.014729151,0.016713593,0.031366507,0.004283987,0.018829957,0.022346182,0.022948729,0.017401793,0.028226363,0.025675788,0.025092665,0.025692852,0.033496031,0.03193179,0.029861465,0.034745421,0.035205659,0.03865224,0.047217685,0.039477508,0.03362667,0.04043304,0.034494117,0.044372444,0.041582527,0.038116571
863,466.2112864,1403.04301,0.332285812,-0.000499781,-0.017967883,-0.012234419,-0.009641674,-0.011230767,-0.008529861,-0.018179433,0.018308529,0.02959899,0.030376298,0.041794753,0.037102437,0.053432587,0.109675716,0.202651561,0.292550198,0.330302634,0.361704493,0.352114626,0.342540106,0.351599787,0.366253606,0.350244238,0.375061301,0.357191935,0.355909008,0.371011467,0.370499974,0.358036029,0.383405549,0.380716154,0.371653838,0.400418092,0.362683147
864,505.5861799,1430.013895,0.353553334,0.025399625,0.031289525,-0.006728303,-0.004712542,-0.024902572,-0.031848621,-0.037035584,-0.0122448,0.026083107,0.034700164,0.028881892,0.028988816,0.025234531,0.024782287,0.032402482,0.010999546,-0.00375924,0.001686314,-0.004648802,-0.026183937,-0.013707403,-0.011343817,-0.008019273,-0.006381411,-0.029684074,-0.041741055,-0.055098364,-0.043071954,-0.026224556,0.001476882,0.031389401,0.0143259,0.03389379,0.058691635
865,445.9211803,1488.795538,0.299518079,0.002567547,0.010664597,-0.037140413,-0.0109164,-0.004254799,-0.003166188,-0.020798286,-0.003125363,0.019305972,0.046863332,0.046644414,0.033471813,0.019148685,0.024910908,0.020378377,0.011218279,0.022855109,0.013191408,0.021824512,0.000821032,-0.01183194,-0.025651377,0.004000754,-0.023071802,-0.027492812,-0.020440847,-0.01283464,-0.000753092,-0.033289314,-0.012990518,-0.003612374,-0.041194711,-0.037660106,-0.042067828
866,583.8960033,1741.621602,0.335259968,-0.013684065,-0.001744966,-0.0048357,-0.008382069,-0.006561522,-0.030019658,-0.005019979,0.001797924,0.034931875,0.03351816,0.038259391,0.019287036,0.028041595,0.012450482,0.022668208,0.006511295,0.020125792,0.026842949,0.030479509,0.016258751,0.028758927,0.030630601,0.072927005,0.069446557,0.090953383,0.089681991,0.095740994,0.111457588,0.127958894,0.137575749,0.13060442,0.139884103,0.145600275,0.137782593
867,536.2585767,1573.039719,0.340905935,0.035957113,0.01248609,0.001570529,0.006124739,-0.008746289,-0.009079531,-0.031121714,-0.02503253,0.005503406,0.012338187,0.002094615,-0.028603645,-0.039476391,-0.064251509,-0.062776127,-0.066172071,-0.117206035,-0.094093565,-0.14905546,-0.154801416,-0.165031732,-0.174080264,-0.168460374,-0.178517392,-0.185720158,-0.176360897,-0.195167241,-0.194153696,-0.211839482,-0.207928064,-0.192802672,-0.221366132,-0.216486927,-0.207795684
868,857.5520859,3252.826122,0.263632931,0.002863382,-0.021545856,-0.014053567,-0.024366918,-0.004058208,-0.025700749,-0.012672397,0.014572549,0.034135741,0.050826022,0.078385137,0.07123821,0.087187528,0.101752745,0.119982201,0.162336983,0.231208677,0.284349374,0.388968415,0.441086912,0.413466112,0.443859197,0.447843619,0.451997125,0.438381691,0.431887913,0.437468017,0.400522621,0.378564819,0.369015638,0.352657547,0.335015138,0.286068766,0.263738297
869,574.2231888,1832.115148,0.313420906,-0.00155507,0.004374776,-0.006477509,-0.006298396,-0.000304788,0.00022492,-0.019196071,0.006300925,0.018899992,0.00403122,0.025101384,0.045426861,0.088613851,0.168257498,0.265158802,0.324549671,0.342499814,0.364166943,0.359181399,0.374501034,0.384559197,0.375803119,0.39267475,0.396081292,0.387611444,0.394462334,0.362675381,0.363269718,0.359823424,0.383521607,0.375153822,0.351813734,0.345784234,0.361100103
870,722.2643987,2349.039019,0.307472287,-0.014152877,-0.004306682,-0.022462642,-0.023013485,0.015369255,-0.007723263,-0.013844196,0.004558464,0.047451522,0.018123903,0.011885015,0.026756456,0.013331067,0.010504687,0.03638453,0.02909651,0.019443933,0.028614589,0.018137244,0.006243624,0.007056009,0.027084576,0.002060917,0.033399901,0.011138334,0.011610866,0.009671052,-0.007121295,0.016695559,0.005834846,0.001407171,-0.002782792,0.005788136,0.007933204
871,497.3319656,1517.360891,0.32776116,0.018892669,0.013365313,-0.010154798,-0.023367552,-0.02415727,-0.033416248,-0.031003996,-0.006252878,0.044013532,0.052081228,0.214843882,0.529471792,0.571206982,0.607028994,0.588265619,0.575230155,0.562924929,0.566130599,0.539182759,0.518914437,0.525502417,0.511624655,0.469029223,0.521675362,0.457605463,0.476223605,0.510449354,0.495503314,0.482688832,0.469104172,0.465207763,0.484120616,0.470456339,0.425845591
872,763.0461782,2614.501521,0.291851495,0.016290882,0.023923064,-0.004092794,0.012520124,-0.004540604,-0.007680636,-0.02092087,-0.00531862,0.007852464,-0.01803301,-0.02899573,-0.079370981,-0.153551868,-0.163485903,-0.162861521,-0.216833066,-0.227816222,-0.234657732,-0.243989896,-0.245962619,-0.249425765,-0.258105409,-0.257833141,-0.259970575,-0.257365375,-0.251885012,-0.266372274,-0.257186544,-0.2631258,-0.278619648,-0.262186444,-0.298966378,-0.281307719,-0.275015627
873,580.7134982,1908.364975,0.304298971,0.002681157,-0.01612442,-0.015309569,-0.022017878,-0.025581259,-0.000264091,-0.007796087,0.012789526,0.015459807,0.056162814,0.03621992,0.038199756,0.044064734,0.033674724,0.04978289,0.05098741,0.043910904,0.051946405,0.032899705,0.05523115,0.059226148,0.05499638,0.045639988,0.061562737,0.043810161,0.052049713,0.035054336,0.020944822,0.01716608,0.004357128,0.003064438,-0.004885625,0.002794194,0.018124705
874,697.2266244,2559.891715,0.272365671,0.036188184,0.034183556,0.029306688,-0.01620646,-0.009197891,-0.0201705,-0.036326883,-0.019189757,-0.000196008,0.001609072,-0.001703464,-0.003226573,-0.003318296,0.001498651,-0.014664206,-0.002021924,0.015505546,-0.001491516,0.004469069,-0.015612836,-0.001068748,-0.016407909,-0.012694056,-0.030776332,-0.061274753,-0.052245524,-0.074065532,-0.076485024,-0.084531519,-0.07830777,-0.099851254,-0.108933643,-0.090527792,-0.082755588
875,553.2468181,1792.147959,0.308705995,0.012873742,0.050405584,0.00418209,-0.008690371,-0.013886794,-0.013787466,-0.01236487,-0.030172245,-0.009526819,0.020967149,0.003457663,0.035589497,0.064667684,0.057292146,0.064304387,0.092709525,0.117129974,0.174568485,0.153435496,0.221899926,0.246381779,0.331792339,0.398125692,0.441884424,0.436431514,0.443246796,0.460769714,0.470724536,0.489539363,0.531979365,0.562007773,0.554214775,0.532511442,0.557516034
876,473.6197357,1368.936789,0.345976337,0.010969974,-0.004187649,0.003651653,-0.020153604,-0.010064758,-0.016125467,-0.00549546,0.007417672,0.022281926,0.011705714,0.027100063,0.029231039,0.060095377,0.107174236,0.159227541,0.227126461,0.288775648,0.353179804,0.391633741,0.397351167,0.401529883,0.411073031,0.406700367,0.377253663,0.363083832,0.354807128,0.357770506,0.341362453,0.290701776,0.316843714,0.281090008,0.259186488,0.232441756,0.223681995
877,339.9487301,1097.830268,0.30965509,-0.013210871,-0.014540303,-0.050650879,-0.028455449,-0.048102065,-0.021200079,0.014825981,-0.01029175,0.079166955,0.092458458,0.121551192,0.11681779,0.132669423,0.164369225,0.207303871,0.220949309,0.236311294,0.257938033,0.256831217,0.276668013,0.276566608,0.30907842,0.297205487,0.290651111,0.268075208,0.276751645,0.314570725,0.218831886,0.232294421,0.310991462,0.397089487,0.425116671,0.457008227,0.413215832
878,504.674922,1460.820968,0.345473493,0.015911864,0.018080361,-0.023134018,-0.000320211,-0.010387369,-0.02164973,-0.010441985,-0.017764864,0.025891633,0.023814317,0.022344181,0.098207394,0.160323924,0.331168653,0.540752972,0.605676737,0.592208843,0.62283187,0.581314087,0.563637501,0.554450423,0.543312415,0.489269034,0.447565405,0.396519624,0.348709345,0.35476395,0.270808025,0.244559409,0.226195465,0.217240621,0.200122731,0.212361289,0.188584824
879,424.7420447,1498.334674,0.283476083,0.002894285,-0.01305415,0.006362789,-0.00701364,-0.012077961,-0.035786743,0.010465625,-0.02524616,0.022205644,0.05125031,0.047242859,0.039877785,0.059978222,0.037440139,0.041736357,0.055330064,0.013750376,0.049004078,0.02160722,0.015113517,0.029949583,0.030690601,0.021788013,0.021396661,0.017640332,0.014667184,0.032312466,0.014827328,-0.025548775,-0.014093882,-0.00868078,-0.011628186,-0.013972578,-0.043845668
880,564.0179834,2018.77928,0.279385661,0.00597734,0.02415508,-0.005369423,0.015296637,-0.005380848,-0.030655701,0.000253441,-0.028809332,0.007721203,0.016811603,0.047471633,0.029160699,0.018870784,0.027091065,0.028808742,-0.001229738,0.004526585,0.014145145,-0.006287305,-0.025388908,0.006628516,-0.002347287,0.007010307,-0.018301126,-0.004064081,0.00348066,-0.006642138,0.033447052,0.010223392,0.020751871,0.016384359,-0.027262934,0.011187099,0.037850998
881,464.9248647,1375.027167,0.338120494,0.018844049,0.014729483,0.007246076,-0.007190902,-0.000286525,-0.00816854,-0.015520244,-0.008548894,-0.006116308,0.005011804,0.006061448,-0.0197767,-0.052527387,-0.041977609,-0.061329418,-0.099427374,-0.11271343,-0.13700596,-0.143537063,-0.138273225,-0.183218504,-0.199020136,-0.182782871,-0.200147778,-0.226006635,-0.231086895,-0.226962139,-0.236611958,-0.235497001,-0.253995942,-0.245089931,-0.262225894,-0.273127954,-0.262037364
882,439.2347588,1356.936217,0.323695951,0.018188048,0.00678781,0.012730992,0.006995198,-0.012613775,-0.017833199,-0.021354172,-0.005227861,0.005839016,0.006487943,0.013892273,0.019602109,0.052518594,0.152325845,0.33876714,0.409006246,0.424658019,0.418256203,0.428628545,0.424441277,0.446844347,0.413174832,0.414533049,0.403096427,0.423949184,0.416412872,0.415849184,0.412124864,0.422102799,0.426139799,0.429351591,0.401788047,0.416240084,0.417363034
883,484.2017789,1708.105211,0.283473041,0.056827084,-0.004348507,-0.035783951,-0.026992723,-0.002449859,-0.025411698,-0.026718346,0.015112623,0.021876096,0.027889279,0.046960938,0.055733113,0.021343617,0.080061446,0.079068012,0.049106945,0.076650488,0.058340403,0.090829179,0.069582346,0.085633607,0.078568729,0.068193267,0.083151597,0.046193497,0.04782438,0.059049077,0.019825442,0.041474721,-0.004718476,0.007693417,0.001195833,-0.015041009,-0.003175327
884,848.2379388,2882.195644,0.294302693,0.023965198,0.004751749,-0.014869109,-0.003167879,0.014414995,-0.018710859,-0.011280545,-0.022191582,0.015313508,0.011774524,0.032222012,0.026450906,0.027324314,0.048785497,0.005483501,0.045696643,0.016695675,0.021400168,0.054737966,0.03677059,0.054804727,0.038663868,0.038193945,0.061767085,0.029774332,0.04536688,0.065839736,0.05603931,0.052714737,0.059377725,0.061690017,0.053075901,0.05267624,0.043309578
885,481.4805598,1794.597139,0.26829451,-0.056462763,-0.013616542,-0.005422917,-0.024961477,-0.005308074,-0.007811729,0.004134622,0.048870828,0.025041585,0.035536469,0.070677862,0.085402661,0.160733474,0.165065709,0.228627983,0.228872777,0.304276974,0.010878096,0.342922346,0.346182329,0.290228259,0.334798073,0.261486941,0.349795366,0.313977934,0.305162954,0.305666515,0.295948369,0.28786099,0.310066455,0.327211179,0.333292699,0.315244338,0.317476002
886,508.7932954,1485.031725,0.342614428,-0.00528468,-0.012455556,-0.025162274,-0.010174605,0.002546484,-0.012032679,-0.012065387,0.003115129,0.027102981,0.044410587,0.075213754,0.148848451,0.265375529,0.353730964,0.386131883,0.373588688,0.361284351,0.325916984,0.389975281,0.349619306,0.400451288,0.381109913,0.381026311,0.341223979,0.33042827,0.310777453,0.396121517,0.41126557,0.377277694,0.343182022,0.390272011,0.353010559,0.361025443,0.369020737
887,588.0522073,2504.812045,0.234768995,-0.008139036,-0.0088264,-0.011945342,-0.006484269,-0.004489883,-0.015516808,-0.013301228,0.013794246,0.033928746,0.020979975,0.00751763,-0.004850189,-0.015384883,-0.033874101,-0.031340065,-0.047877714,-0.066212321,-0.061374009,-0.069241756,-0.071153419,-0.078386596,-0.061433904,-0.076048754,-0.084000333,-0.079630491,-0.089052351,-0.068159214,-0.090384635,-0.084280687,-0.089756991,-0.082102719,-0.096506194,-0.083185484,-0.096708959
888,617.7779455,2162.790501,0.285639291,0.005777669,0.021806144,-0.015245467,-0.011440033,-0.005603232,-0.039457649,0.005048333,-0.025388328,0.025669022,0.038833541,0.082794783,0.035225477,0.019321235,-0.005127006,0.023416564,-0.046066215,-0.03658647,-0.014035167,-0.032231644,-0.027975671,-0.027472229,-0.048990623,-0.06690614,-0.059088362,-0.068840544,-0.06467201,-0.064256658,-0.102013989,-0.09365602,-0.104524882,-0.116356353,-0.125485496,-0.096006804,-0.097228596
889,369.6763004,1146.514496,0.322434912,-0.002830169,0.002088918,-0.013036807,-0.012955608,-0.019832873,-0.009549857,-0.015952383,-0.01210594,0.03398664,0.05018808,0.047080034,0.021529682,0.038329481,-0.005228197,0.003985691,-0.011988932,-0.003001416,-0.012112082,-0.023050778,0.009661655,-0.016449944,-0.01160294,-0.028965453,-0.05873792,-0.06579044,-0.052685839,-0.069929671,-0.051904943,-0.056412196,-0.07552466,-0.090069135,-0.076415538,-0.058952478,-0.089345666
890,427.9345439,1472.606214,0.290596726,-0.00994033,0.012907616,-0.007017559,-0.028135851,-0.028954377,-0.024251544,-0.002544715,-0.017129537,0.055203553,0.049862744,0.091640157,0.179804195,0.433516444,0.537596952,0.564473359,0.564771529,0.51059977,0.554256478,0.542558655,0.544607066,0.532685879,0.539129253,0.533426605,0.498683851,0.511740801,0.531704773,0.529273664,0.512366843,0.513244603,0.489819079,0.507135928,0.499160296,0.49915088,0.466130563
891,626.4300229,2439.005893,0.256838257,-0.006021839,-0.021230117,-0.011480508,-0.02368422,-0.017421137,-0.012532985,-0.014779803,0.035922271,0.006900127,0.064328212,0.06408266,0.058869922,0.049217617,0.020241405,0.022947984,0.020943959,0.019229982,0.036718173,0.032451968,-0.014198049,0.011552874,-0.009917361,-0.010247658,-0.008453616,0.005277879,0.01716388,-0.017075819,0.002183263,0.008946736,-0.003965534,-0.011041373,-0.012313975,-0.003704546,-0.002804108
892,519.4207734,1517.747917,0.342231254,0.00856079,0.024259121,-0.015491743,-0.021226646,-0.024843917,-0.033987226,-0.019981976,0.000710636,0.040196161,0.041804801,0.073852321,0.082903043,0.121824892,0.157997986,0.235883675,0.323336183,0.368424503,0.420444848,0.450363023,0.435058638,0.429977014,0.420212861,0.42682133,0.382738881,0.372975209,0.385485601,0.375236366,0.328440937,0.322041908,0.310656702,0.312891588,0.312406429,0.291414555,0.299975982
893,546.130426,1767.062662,0.309061154,0.031960884,0.027402457,-0.025561392,-0.009471292,-0.020298672,-0.017747107,-0.005631332,-0.031420482,0.012058327,0.038708609,0.017196909,0.020806381,-0.003114403,0.001641807,-0.042704389,-0.006161278,0.000638675,-0.04135132,-0.045466906,-0.059766904,-0.07124697,-0.071201755,-0.080290344,-0.11883332,-0.150320486,-0.111410523,-0.120779062,-0.109750411,-0.119732618,-0.102623871,-0.117146057,-0.158048702,-0.167863742,-0.187610281
894,542.5336339,1635.572261,0.331708752,-0.008138562,0.012475515,-0.020804939,-0.002210236,-0.008035148,-0.009889794,-0.028367618,0.014189001,0.038028167,0.012753613,0.003033134,0.017173372,0.023480772,0.009926349,0.022555391,0.001922236,0.012893881,0.023836646,0.000231065,0.032393316,0.022888675,0.000396402,0.012527323,0.015627948,0.03275711,0.041998437,0.027158955,0.00287927,0.006376,0.024112163,0.016895023,0.014440834,0.009823677,0.002922641
895,468.6470694,1470.005562,0.318806324,0.067480618,0.005780734,0.02433276,-0.029537364,-0.039083733,-0.039964394,-0.024761904,-0.037497001,0.017448879,0.055801405,0.082842273,0.090274104,0.137966585,0.189622211,0.196073687,0.225394693,0.191340565,0.197425246,0.157433418,0.145743291,0.149022098,0.122978873,0.099073651,0.042150024,0.034751295,-0.012010532,0.048994855,-0.032919528,-0.05890579,-0.052331966,-0.06144841,-0.073046389,-0.103319398,-0.104599418
896,544.3910405,1696.501504,0.320890397,-0.000242906,-0.011335479,-0.016366922,-0.007450392,-0.006545536,-0.031537971,-0.012351389,0.009348761,0.021111066,0.055370767,0.051839303,0.077159591,0.079787911,0.052580873,0.065757768,0.058841264,0.079200223,0.06463501,0.055917761,0.051259864,0.063825363,0.044041235,0.057761125,0.064565464,0.031077688,0.033780678,0.038966621,0.049593841,0.015994634,0.016637306,0.036106247,0.031154869,0.016687331,0.019695549
897,651.2700116,2282.53085,0.285328022,0.004788378,-0.017588576,-0.028435333,-0.005480268,-0.024295472,-0.015529359,-0.012745258,0.024983017,0.03294876,0.041354112,0.039812251,0.038962864,0.073179766,0.093051457,0.136027935,0.15521618,0.17308451,0.214179732,0.256238187,0.264237449,0.324079705,0.296383214,0.310843694,0.354041846,0.329089486,0.303575907,0.319537437,0.314197663,0.302508449,0.305523907,0.286246273,0.280470416,0.259558018,0.243165016
898,536.5097071,1386.18155,0.387041443,0.005508233,-0.00147353,-0.026577512,-0.010979686,-0.002890706,-0.009565222,-0.010057748,-0.005074261,0.021436184,0.039674249,0.035564084,0.025853072,0.018580413,0.02227887,0.030655569,0.044165782,0.030843325,0.053648217,0.052895551,0.042115877,0.049961274,0.068594047,0.066317491,0.077539059,0.073956842,0.078726728,0.094202956,0.089946638,0.080533428,0.111656259,0.112415771,0.114343917,0.12350332,0.129147708
899,592.4065894,2158.078004,0.274506569,-0.008704455,6.51E-05,-0.005092493,-0.011036851,-0.019291429,-0.053147531,-0.018764769,-0.021508708,0.059759072,0.077722077,0.038742714,0.024877972,0.045262492,0.022645409,0.083290439,0.036565664,0.003650781,0.02930303,-0.015393579,-0.017090547,-0.019087712,-0.06968516,-0.02377504,-0.073567942,-0.085748363,-0.057604838,-0.091838209,-0.103481791,-0.044004947,-0.027619904,-0.055920578,-0.041121736,-0.093961268,-0.105174715
900,562.6068359,1793.293559,0.313728242,-0.037793816,-0.017106494,-0.025606387,-0.012110699,-0.006963354,-0.01196458,0.019243321,0.018930936,0.030970557,0.042400516,0.038349006,0.023791929,0.005617502,0.019358028,0.007151024,0.010582984,-0.020909614,-0.016365245,-0.025508706,-0.010410776,-0.009345606,-0.023835055,-0.014261273,-0.021443776,-0.024002681,-0.018815098,-0.020448592,-0.008404787,-0.036749818,-0.017486827,-0.018576989,-0.031700579,-0.028412671,-0.032658309
901,587.3830719,1958.71066,0.299882511,0.018887025,0.004880059,-0.013624582,-0.021736426,-0.01909186,-0.027521808,-0.027275306,-0.007943407,0.038462668,0.054963636,0.065199609,0.058397134,0.064852728,0.0655126,0.073030374,0.087608207,0.103045272,0.100218423,0.088460861,0.064067376,0.070190338,0.06046513,0.060376396,0.037834786,0.031120232,0.025393506,-0.00576683,-0.010554004,-0.045770338,-0.043648449,-0.042377872,-0.077956618,-0.088631251,-0.10490295
902,417.9920749,1310.457224,0.318966592,-0.014693407,-0.014661109,-0.005499352,-0.014774073,-0.006389524,-0.01330289,-0.021933996,0.023557503,0.030113113,0.037583734,0.04869743,0.063986687,0.062807214,0.050633093,0.050873645,0.055030498,0.070950904,0.079558747,0.077658132,0.068395995,0.097656244,0.096203163,0.103269195,0.107885963,0.141238878,0.128651221,0.151273469,0.161741495,0.154036235,0.157245523,0.180113393,0.189985993,0.219490772,0.237292024
903,311.9236979,1227.823472,0.254046046,-0.040068872,0.005964881,-0.023647969,-0.004340775,0.009344589,-0.034026042,0.005906566,0.021937615,0.016711857,0.042218149,0.083733753,0.073140702,0.09240843,0.132150806,0.067991959,0.076869245,0.082248862,0.067968316,0.024595456,0.038271271,0.00388451,0.040202261,-0.015942336,-0.046429723,-0.054565093,-0.049739949,-0.031033851,-0.084478789,-0.0481665,-0.027430119,-0.092645968,-0.113042682,-0.077022738,-0.096738649
904,726.611475,2221.68891,0.327053654,0.036289314,0.023072536,-0.001570542,-0.022068106,-0.029302686,-0.045294847,-0.036074919,0.02594146,0.021292062,0.027715727,0.03450401,0.061971817,0.094042991,0.090412509,0.219091514,0.294933384,0.356838549,0.428537878,0.498608669,0.486658843,0.553279358,0.539310002,0.540451626,0.540246253,0.521751896,0.549150735,0.561889061,0.500487624,0.481138402,0.500436869,0.484684963,0.486443724,0.426308366,0.488194918
905,589.7328582,1779.581509,0.331388506,-0.04133934,-0.017622373,-0.009606107,-0.01751366,-2.27E-05,-0.003065952,0.014205626,0.002455871,0.039853415,0.032655177,0.015171672,-0.003900574,0.012150999,0.021304224,0.0127176,0.010895942,0.01713229,0.028692884,0.03181925,0.015779559,0.036538594,0.047010437,0.048830102,0.043775327,0.043317362,0.043256012,0.057993657,0.042983112,0.015580308,0.036374757,0.033032372,0.021347713,0.014185575,0.024555075
906,459.9020665,1576.231158,0.291773237,-0.008018154,-0.010538154,-0.0235091,-0.008643957,-0.011905948,-0.015442852,-0.004788731,0.010387711,0.027419287,0.045039898,0.045462956,0.01664804,-0.000332633,0.003570148,0.026102506,0.007143054,-0.002983799,-0.018065439,-0.025285689,-0.016083002,-0.014354765,-0.018591676,-0.016376931,-0.019221582,-0.036316516,-0.028049045,-0.01986837,-0.045010094,-0.048243284,-0.037284969,-0.017655227,-0.041367249,-0.017929429,-0.030730764
907,609.7342872,2199.121147,0.277262709,-0.003082035,-0.009089332,0.029635439,-0.028105345,-0.012884416,-0.012255705,-0.011806923,0.0021766,0.029334591,0.016077126,0.029014535,0.035514198,-0.010420986,0.019059319,0.015021988,0.025947033,0.013689902,0.014083137,0.026408225,0.015830583,0.000434853,0.007958317,0.043423964,-0.012085383,0.005021221,0.016445286,0.029613603,0.018880939,0.012578776,-0.003192542,0.001327658,0.003027846,0.004151395,-0.009922027
908,461.3608439,1386.495598,0.332753198,0.005253183,0.000780543,0.000816459,-0.004799646,-0.005389212,-0.00306574,-0.000783466,-0.004630731,0.014248412,-0.002429802,0.01858613,0.011316208,0.012517819,0.004925569,0.008556598,-0.007890432,-0.004383523,0.011349297,0.011665946,0.001840225,-0.003432375,-0.001040281,0.000813674,0.00376399,-0.006467219,0.003992897,0.003034108,-0.001112816,-0.014294771,0.00349679,-0.00513025,-0.022062249,-0.000102061,-0.004554439
909,560.1700822,2001.73569,0.279842181,-0.008784378,-0.006464022,0.001971131,-0.014774032,-0.000150424,-0.003143663,0.00013292,0.011494322,0.016906094,0.002812052,0.010215159,0.022432129,0.023341226,0.026288078,0.012576985,0.012288289,-0.001603868,0.028973614,0.032070316,0.019818082,0.009899431,0.002742795,0.028608959,0.015581257,0.013850878,0.01018189,0.023370619,0.020531597,0.02163649,0.031325397,0.027209717,0.023590863,0.036310638,0.021809414
910,512.9422021,1526.03352,0.336127743,0.023017781,-0.009795648,-0.004085739,-0.037121741,-0.032634349,-0.036530752,-0.034857494,-0.000600339,0.051136401,0.08147188,0.107964451,0.206833136,0.43363148,0.55476226,0.587666972,0.559856586,0.574431667,0.573773546,0.551708842,0.51598986,0.506864718,0.466757861,0.452015553,0.424460042,0.381452865,0.382225846,0.39816996,0.369768305,0.328372862,0.382071744,0.440311249,0.460685056,0.440183024,0.457570752
911,318.0154667,1062.971767,0.299175836,0.01181042,-0.015404053,0.019680122,-0.024894396,-0.004613448,-0.026905043,0.011740407,-0.021365016,0.030062774,0.019888232,0.03137909,-0.001393729,0.00489306,0.024222519,0.021021748,0.016594715,0.025153021,0.038397041,0.020705318,0.022324741,0.016964213,0.047549113,0.005971822,0.007687187,-0.014514119,0.026446558,0.015101662,0.046270384,0.022220636,0.043509504,0.064611945,0.029107432,0.004938172,0.033876274
912,476.0503646,1594.519105,0.298554193,0.002117776,-0.008451318,-0.006015846,-0.013475337,-0.007235069,-0.021227697,-0.002285303,-0.001647988,0.0268807,0.031340081,0.049724048,0.048531354,-0.009872851,-0.009677897,0.018592051,0.012909186,-0.009635884,0.006496762,0.000698281,-0.010206757,-0.016675128,-0.006472302,-0.018186357,-0.008388237,-0.054382881,-0.012888455,-0.008429689,-0.022663559,-0.025420546,-0.02747526,-0.005630493,-0.065376862,-0.026510406,-0.023304057
913,460.0988298,1437.248919,0.320124666,0.015463881,0.002492671,0.006627709,-0.000900005,-0.005410043,-0.011556984,-0.004450603,-0.017969707,0.005890387,0.009812694,0.011381495,0.02357401,0.069779499,0.133606065,0.227463052,0.342182828,0.388196413,0.424133587,0.436785898,0.427789585,0.438295705,0.447722849,0.439306313,0.450753534,0.411069508,0.404630353,0.41753398,0.441759004,0.420568912,0.410809862,0.422721918,0.403528106,0.405073252,0.415476854
914,506.5865919,1481.911121,0.341846812,0.020649317,0.025617274,-0.010678702,-0.009706762,-0.050062057,-0.041433372,-0.051214284,-0.015422791,0.041019363,0.091232014,0.230919453,0.300812543,0.377561251,0.344682697,0.373756763,0.3346085,0.327531784,0.270560429,0.242404524,0.222317227,0.189760141,0.1516943,0.11909209,0.090620212,0.047120447,0.040910893,-0.01189903,-0.021531911,-0.054203463,-0.05098004,-0.054901111,-0.019575616,-0.02941164,0.009633258
915,555.7558497,1901.051064,0.292341358,0.005382724,-0.035074057,0.022553576,0.022470136,0.005833018,-0.092952651,-0.017485565,0.03644311,0.02810662,0.02472309,0.003562478,0.530533568,0.079267259,0.057982505,0.053968772,0.125630785,0.100353206,0.083678211,0.152941594,0.091770262,0.083440509,0.122411844,0.098814419,0.036950015,-0.010906351,-0.016208742,0.035179255,-0.045369327,-0.027234867,0.001778652,-0.084006905,-0.068787026,-0.074623974,-0.046968446
916,621.8185646,2149.382432,0.289301036,0.015035332,-0.023910252,-0.005230243,-0.002601513,-0.014232333,-0.03103271,-0.0094226,-0.019218309,0.051120274,0.039492354,0.045547834,0.035296543,0.035728617,0.007156351,0.036372261,0.051232998,0.031791567,0.01057721,0.004793649,0.026164052,0.005478427,0.030646145,0.013698186,-0.002886788,0.003459862,0.042721059,0.022622395,0.036071504,0.016532887,-0.005011782,0.014766887,0.018986794,-0.007892437,-0.024993793
917,500.3652718,1733.323435,0.288673921,0.019286685,0.003364309,-0.015988107,-0.002562596,-0.005408902,-0.033079004,-0.013758313,-0.009248622,0.030977869,0.026416681,0.057602148,0.048592482,0.031777508,0.011405623,0.028468576,-0.008663094,-0.010822979,-0.004851517,-0.005628864,-0.005224064,-0.017998839,-0.031210555,-0.023283836,-0.040137253,-0.043009567,-0.038066767,-0.023491946,-0.030975423,-0.031093974,-0.034504611,0.003792321,-0.044229363,-0.056404212,-0.018322335
918,482.939613,1603.903977,0.301102572,-0.006681282,-0.020261968,-0.000192341,-0.021578728,-0.011762031,-0.012842826,-0.008307418,0.030174479,0.028204572,0.023247543,0.030755329,0.017781538,0.058359231,0.070617815,0.112453944,0.179226721,0.24507105,0.293655519,0.287829984,0.332814111,0.330293014,0.320213045,0.334218443,0.376225703,0.336762759,0.354590223,0.336553341,0.285076419,0.320170723,0.27790377,0.319580052,0.259276705,0.254642679,0.239050257
919,344.7663471,995.9792852,0.34615815,0.004291409,-0.014829965,-0.004522455,-0.001608179,-0.013831192,-0.002779592,-0.015833808,0.016195062,0.006801032,0.026117687,0.012580214,0.005952553,0.034798709,0.02635042,0.014106377,0.033089762,0.025149475,-0.081731063,0.028118228,0.033292947,-0.0020789,0.014676263,-0.001211583,0.015395012,0.005795488,0.006874479,0.015027243,-0.008845825,-0.026727491,-0.011406292,-0.017403213,-0.005790667,0.000329782,-0.000854001
